dates,satname,nzd0357-0000,nzd0357-0001,nzd0357-0002,nzd0357-0003,nzd0357-0004,nzd0357-0005,nzd0357-0006,nzd0357-0007,nzd0357-0008,nzd0357-0009,nzd0357-0010,nzd0357-0011,nzd0357-0012,nzd0357-0013,nzd0357-0027,nzd0357-0028,nzd0357-0029,nzd0357-0030,nzd0357-0031,nzd0357-0044,nzd0357-0045,nzd0357-0046,nzd0357-0014,nzd0357-0015,nzd0357-0016,nzd0357-0017,nzd0357-0018,nzd0357-0019,nzd0357-0020,nzd0357-0021,nzd0357-0022,nzd0357-0023,nzd0357-0024,nzd0357-0025,nzd0357-0026,nzd0357-0032,nzd0357-0033,nzd0357-0034,nzd0357-0035,nzd0357-0037,nzd0357-0038,nzd0357-0039,nzd0357-0040,nzd0357-0041,nzd0357-0042,nzd0357-0043,nzd0357-0036,nzd0357-0047,nzd0357-0048,nzd0357-0049,nzd0357-0050,nzd0357-0051,nzd0357-0052,nzd0357-0053,nzd0357-0054,nzd0357-0055,nzd0357-0056,nzd0357-0057,nzd0357-0058,nzd0357-0059,nzd0357-0060,nzd0357-0061,nzd0357-0062,nzd0357-0063,nzd0357-0113,nzd0357-0114,nzd0357-0115,nzd0357-0117,nzd0357-0118,nzd0357-0119,nzd0357-0120,nzd0357-0121,nzd0357-0122,nzd0357-0123,nzd0357-0124,nzd0357-0104,nzd0357-0105,nzd0357-0106,nzd0357-0107,nzd0357-0108,nzd0357-0109,nzd0357-0110,nzd0357-0111,nzd0357-0112,nzd0357-0064,nzd0357-0116,nzd0357-0067,nzd0357-0068,nzd0357-0069,nzd0357-0070,nzd0357-0071,nzd0357-0072,nzd0357-0073,nzd0357-0098,nzd0357-0099,nzd0357-0100,nzd0357-0101,nzd0357-0066,nzd0357-0065,nzd0357-0074,nzd0357-0078,nzd0357-0079,nzd0357-0080,nzd0357-0081,nzd0357-0082,nzd0357-0083,nzd0357-0084,nzd0357-0085,nzd0357-0086,nzd0357-0087,nzd0357-0088,nzd0357-0089,nzd0357-0102,nzd0357-0103
2020-02-26 22:07:12.690000,L8,,,283.50,376.34,300.77,204.02,,,,,,,530.48,503.44,342.35,328.63,324.24,348.31,361.53,315.68,321.10,313.22,478.03,461.20,429.14,422.61,410.30,401.58,401.50,395.84,400.43,380.58,369.19,358.98,358.59,358.62,359.18,348.76,326.05,320.01,320.82,302.29,286.08,270.52,285.15,295.41,320.22,307.48,285.51,268.80,262.07,243.94,213.56,202.65,193.39,177.56,189.63,194.80,188.90,183.17,186.29,182.99,177.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13 22:07:06.074000,L8,,403.76,397.00,378.10,295.17,190.76,,,,,,,526.10,491.49,324.85,316.11,321.13,348.87,358.15,307.95,310.83,303.87,469.70,446.24,415.28,408.73,396.65,389.78,394.28,396.75,392.23,375.79,360.04,343.35,349.33,358.07,354.85,332.25,322.27,317.42,313.60,299.37,274.32,262.66,274.58,287.03,314.12,297.95,288.37,262.97,260.11,233.42,212.28,197.39,180.78,173.49,174.18,195.45,185.85,185.17,179.49,176.10,169.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 22:06:50.036000,L8,,,402.44,378.11,297.67,193.42,,,,,,,537.21,499.37,400.69,332.43,313.86,355.53,364.42,323.15,320.53,303.02,473.63,459.44,437.25,420.16,408.75,400.43,402.60,450.84,417.48,405.71,375.31,367.33,348.63,361.82,378.51,377.74,339.37,347.43,334.67,301.86,274.75,269.54,284.09,308.76,329.15,308.53,288.65,274.44,253.93,244.11,223.10,204.70,204.52,176.80,204.86,199.64,197.06,188.53,169.57,212.22,176.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16 22:06:39.488000,L8,,,316.75,377.10,295.71,195.61,,,,,,,531.35,498.98,350.11,323.08,349.26,389.50,377.71,312.60,318.86,305.58,476.24,458.44,441.40,422.08,412.77,421.90,407.78,421.07,399.93,380.65,368.75,360.38,349.95,372.05,410.53,369.94,333.88,334.33,338.99,306.45,275.74,265.74,332.21,306.88,325.34,308.09,301.74,275.26,260.55,244.08,216.41,205.06,205.17,197.36,187.84,195.53,186.82,185.76,184.44,182.91,179.15,169.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01 22:06:44.481000,L8,450.84,373.15,469.90,476.12,469.39,462.62,463.01,469.29,468.62,470.66,446.89,431.34,417.48,417.32,303.65,287.81,291.88,317.45,330.62,259.72,258.29,253.01,407.61,391.89,375.91,371.00,365.26,362.44,360.83,360.30,355.59,343.25,326.43,320.39,314.92,320.85,321.64,298.93,283.93,287.23,274.82,256.72,235.53,235.52,235.61,241.09,282.56,238.64,230.26,224.82,213.52,197.00,178.64,167.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-19 22:07:07.773000,L8,236.50,,,,,,,,,,,,,,284.97,275.41,274.31,300.99,310.31,224.23,212.55,221.88,,,,,,,,320.22,292.05,322.84,307.45,298.50,293.39,298.49,300.15,283.36,266.49,267.84,244.80,216.10,186.83,192.74,195.53,195.02,263.83,220.74,216.37,203.90,182.76,181.04,164.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21 22:07:30.724000,L8,,526.85,402.86,383.04,304.88,204.38,,,,,,530.23,520.97,491.71,324.12,320.12,303.71,340.95,346.50,299.64,298.66,296.68,472.31,449.68,426.41,402.76,396.82,384.31,384.59,392.18,380.64,374.98,349.26,345.56,338.46,334.52,346.70,331.78,310.78,309.37,302.88,292.14,265.40,257.17,267.44,269.68,310.96,287.29,277.11,269.09,242.65,225.99,210.79,186.02,170.52,171.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23 22:07:33.943000,L8,,525.95,402.00,384.87,322.48,216.44,,,,,,,532.84,507.85,335.93,314.83,304.86,334.85,351.27,283.19,302.51,303.75,473.35,453.44,434.86,413.14,404.30,393.28,390.61,387.99,381.25,376.09,348.99,348.00,334.79,348.41,344.08,335.43,321.19,319.10,307.51,292.53,266.52,251.69,262.53,276.79,315.28,294.47,283.15,270.19,245.64,238.50,213.73,181.02,172.56,168.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-11 22:07:26.124000,L8,,,298.44,327.92,165.64,192.44,,,,,,,540.74,511.56,343.40,326.48,329.05,355.48,374.80,311.83,321.87,311.77,489.19,467.85,443.22,423.05,411.27,401.96,402.51,397.74,397.51,382.70,365.01,355.00,352.62,361.33,365.30,349.67,328.09,324.17,319.06,305.68,280.58,265.83,287.08,297.18,322.14,309.25,291.39,276.77,256.29,245.37,219.33,205.32,191.05,189.34,203.73,204.61,196.13,186.94,187.93,188.33,178.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-12 22:07:19.216000,L8,,,,,,,,,,,,542.41,516.98,489.59,323.11,309.98,312.66,337.57,349.70,295.42,302.16,299.53,470.31,450.57,424.65,398.85,391.87,385.46,383.17,378.90,363.73,358.23,340.36,338.91,333.15,345.40,345.80,335.38,301.56,311.04,310.78,295.18,268.37,252.45,272.00,281.07,311.54,292.07,276.61,264.54,228.70,237.94,205.04,185.14,176.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-16 22:07:03.784000,L8,,507.36,405.31,385.51,321.63,222.30,,,,,,,,522.97,319.21,306.53,305.61,330.77,350.81,285.70,309.46,305.66,486.89,472.21,442.79,414.16,419.62,389.88,385.32,395.57,378.27,371.06,356.20,345.70,343.05,344.86,347.39,322.94,311.91,301.48,293.90,295.20,265.64,257.74,251.81,279.32,303.55,309.75,277.13,278.14,237.65,217.73,198.56,176.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 22:06:54.118000,L8,,416.79,400.38,378.47,293.60,187.69,,,,,,,,516.97,332.34,323.32,321.20,347.32,356.79,309.45,307.52,304.48,488.67,467.37,436.03,424.76,406.19,396.37,398.73,395.21,392.47,375.35,357.60,342.90,350.99,355.40,356.62,337.22,323.33,314.95,313.31,297.88,280.86,263.49,270.38,289.33,321.36,300.56,291.94,268.97,253.05,233.78,213.71,197.56,183.33,176.51,181.29,187.23,177.58,178.86,173.63,176.70,167.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 22:06:44.632000,L8,,,401.76,379.53,299.00,197.17,,,,,,,544.19,502.49,332.49,319.68,321.58,351.18,356.68,298.36,311.09,306.60,468.10,450.37,437.19,412.46,414.60,401.81,398.15,391.07,389.02,370.58,359.19,345.37,343.93,355.73,353.61,347.90,323.28,318.80,317.07,297.85,274.77,262.91,282.82,288.34,324.76,296.89,287.82,271.54,252.21,235.28,208.52,197.84,183.88,172.38,190.29,192.49,190.38,185.52,178.63,179.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-06 22:07:08.299000,L8,,519.72,402.96,383.03,304.49,203.23,,,,,,,,,347.29,330.20,321.09,362.85,406.11,327.28,328.30,325.01,494.36,487.09,441.81,427.93,423.35,406.96,415.72,449.76,415.49,426.40,459.21,402.78,380.83,411.54,416.94,419.34,340.08,337.86,332.00,351.63,301.34,293.05,341.35,336.78,372.43,327.83,324.75,294.25,268.04,270.51,235.73,203.25,240.29,228.75,230.01,230.63,214.58,203.70,193.94,204.91,249.64,236.60,,,,,,,,,,,,,,,,,,,,,210.04,,,,,,,,,,,,,,163.86,,,,,,,,,,,,,,,
2021-08-23 22:07:25.117000,L8,,,383.32,322.63,210.70,181.53,,,,,,,,518.03,339.57,321.72,313.61,341.03,365.64,308.79,322.72,307.22,486.84,469.66,450.37,429.26,411.54,399.21,402.21,392.21,395.25,378.33,368.07,346.85,348.43,366.49,367.22,354.83,332.85,325.90,323.38,304.52,277.20,260.20,289.28,295.38,323.21,305.04,290.95,280.46,255.44,243.51,210.59,207.05,185.86,171.85,194.08,202.69,205.69,184.66,194.65,179.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-08 22:07:29.873000,L8,,,443.92,384.47,299.98,199.18,,,,,,,523.57,497.81,324.72,316.09,307.92,347.82,352.55,297.88,309.08,304.76,468.46,447.68,421.42,409.43,397.77,397.43,391.67,384.74,381.15,372.78,352.48,340.06,335.52,345.59,348.21,330.74,313.79,312.03,306.36,289.92,268.77,254.79,270.05,282.95,309.81,294.42,280.65,266.35,244.50,224.93,205.97,189.31,176.24,172.41,173.70,188.61,176.46,176.91,176.59,172.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-24 22:07:32.728000,L8,,,444.22,385.86,300.21,194.46,,,,,,,526.02,498.89,330.15,315.31,309.20,342.18,350.70,297.04,312.07,300.55,474.38,459.09,424.65,402.54,397.62,387.79,391.19,386.05,380.37,371.88,353.74,337.58,333.82,352.28,348.81,339.56,314.14,316.94,310.68,296.45,268.95,255.94,269.70,287.22,315.30,294.31,279.52,274.48,248.94,239.25,206.08,189.62,182.38,169.98,178.29,197.85,179.84,182.06,175.56,177.70,168.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-21 22:07:31.120000,L9,,,467.89,383.74,301.41,204.40,,,,,,529.91,516.43,489.88,320.10,312.07,306.15,336.32,346.39,287.57,294.98,291.87,463.73,442.29,418.91,403.82,392.26,390.03,382.69,386.12,376.62,359.90,349.10,336.65,334.66,336.19,344.20,324.66,309.53,308.62,299.65,282.70,260.95,251.14,264.05,273.67,304.08,278.31,268.80,256.94,237.74,221.08,200.50,184.52,173.07,169.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 22:07:29.143000,L8,327.00,337.25,,,366.12,368.20,386.06,432.59,431.33,429.05,414.72,396.19,389.47,387.38,256.84,228.84,,,,,,,379.41,368.07,353.82,347.21,337.99,310.66,322.12,323.28,,284.95,298.72,270.71,242.56,,,,,247.43,210.20,204.20,173.60,181.95,187.13,162.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-14 22:07:27.312000,L8,,,454.30,381.61,303.19,205.26,,,,,,,540.08,501.30,331.33,317.92,316.87,343.65,357.32,285.10,302.76,288.33,470.34,445.85,429.06,423.08,401.71,393.82,392.84,389.30,384.09,368.81,353.69,341.25,333.39,354.48,351.50,332.39,313.63,315.70,312.77,293.58,270.67,258.72,278.79,283.84,314.65,309.49,281.29,271.68,252.92,243.18,209.63,191.20,179.82,175.09,178.86,184.62,180.86,178.17,171.00,170.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-15 22:07:18.025000,L8,,524.21,434.02,378.90,285.20,185.82,,,,,,,,512.20,343.92,331.16,321.97,381.04,385.01,343.22,341.75,331.05,486.17,461.82,446.72,424.93,411.82,399.47,402.81,400.41,407.45,386.47,365.21,349.02,346.67,373.81,362.74,361.83,342.19,340.34,343.87,334.54,319.56,325.88,346.25,339.76,339.19,317.98,300.68,286.39,268.87,254.64,250.86,235.04,234.79,259.95,248.87,231.42,224.55,213.94,221.78,240.25,239.46,218.26,,,,,,,,,,,,,,,,,,,,,212.01,,185.94,191.81,194.30,186.55,188.14,203.16,200.57,,,,,198.96,187.60,180.84,159.28,177.89,194.93,195.42,175.22,162.37,181.27,178.14,199.59,217.50,237.10,230.48,,
2022-02-23 22:07:19.963000,L9,,,441.46,379.63,293.12,188.95,,,,,,,,516.05,344.54,331.47,328.82,352.26,381.57,326.25,328.17,315.69,488.67,463.94,444.47,423.83,412.08,400.72,403.27,454.57,399.34,389.57,366.89,359.41,349.51,374.34,372.72,357.53,334.97,338.75,327.09,317.24,289.92,278.72,311.45,316.71,332.28,313.91,291.28,283.00,270.85,256.91,224.74,202.74,183.83,177.09,190.53,201.56,189.56,188.22,176.53,185.57,169.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06 22:07:05.573000,L8,,,444.83,379.84,301.58,201.97,,,,,,,,512.90,332.76,313.85,319.27,346.37,356.92,308.14,311.78,310.00,484.68,464.50,436.29,422.91,404.82,393.73,392.66,389.84,382.02,376.52,353.48,339.76,357.98,353.38,350.91,336.39,319.67,312.15,310.62,290.60,267.30,253.88,271.88,286.44,313.88,305.79,288.75,267.44,255.44,234.63,216.24,191.97,176.50,172.99,178.12,195.77,183.13,182.73,177.27,174.34,170.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-22 22:07:10.472000,L8,,537.32,442.21,382.54,298.30,193.39,,,,,,,,511.83,342.05,323.94,321.36,352.20,360.37,313.15,318.11,311.57,481.70,466.80,441.41,426.30,407.91,406.62,405.00,398.45,398.11,393.85,367.27,355.13,355.40,360.83,366.43,347.01,331.80,321.62,320.01,297.71,282.21,265.16,277.68,298.91,324.60,305.39,284.53,268.91,265.65,243.27,212.44,205.70,183.08,179.46,194.72,190.12,190.60,176.60,184.81,180.94,189.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-07 22:07:19.428000,L8,,531.07,438.89,383.48,296.21,192.10,,,,,,,,,347.23,315.99,344.52,400.11,381.26,316.98,326.19,315.70,504.93,472.52,447.97,426.66,419.44,419.44,428.45,417.70,409.97,395.14,381.24,361.17,351.26,369.77,365.48,377.27,335.42,367.94,359.51,310.11,285.52,273.47,277.02,303.13,378.57,310.01,292.72,281.01,261.48,244.36,216.99,201.76,183.57,187.16,178.82,193.40,201.80,192.55,186.56,178.92,168.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01 22:07:06.314000,L9,345.28,275.50,,427.48,436.58,445.42,423.78,453.84,434.57,351.15,340.03,179.76,410.77,378.48,226.42,190.07,,,,224.67,212.54,221.04,164.14,367.23,,363.71,356.77,342.51,,,274.01,333.64,289.05,297.04,287.19,299.00,305.43,189.71,192.24,267.09,205.49,240.69,209.50,199.10,195.71,185.18,,219.67,222.04,215.83,199.92,186.33,168.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 22:07:44.129000,L8,,,449.07,383.90,302.74,201.97,,,,,,,,,373.73,360.66,333.42,402.42,395.17,407.16,416.35,402.90,502.86,489.49,459.96,436.85,442.35,430.23,385.39,399.21,429.54,394.88,421.89,361.74,362.08,415.04,420.69,417.28,379.41,375.17,372.68,320.77,278.12,303.79,380.97,379.79,379.78,400.33,400.88,351.73,287.91,261.42,318.46,286.98,265.17,275.00,235.26,230.85,246.44,217.74,226.99,201.33,200.45,222.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.86,183.78,226.98,227.01,188.73,,
2022-08-26 22:07:46.208000,L8,,503.72,509.70,,,,,,,,,,,,,,,,,226.45,243.67,268.85,,,,,,,,,,,,,,,,,,299.84,267.75,252.03,,,,,173.94,235.98,228.00,224.14,209.63,193.81,174.71,168.74,163.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-03 22:07:27.941000,L9,,,474.42,382.93,300.32,201.24,,,,,,,531.82,503.45,326.38,316.56,316.83,343.62,350.31,289.33,311.36,299.66,472.67,447.02,427.68,404.55,396.93,388.17,388.47,385.11,381.54,366.29,352.59,339.52,342.13,352.13,348.82,334.09,311.76,309.30,310.36,292.42,270.98,261.41,271.83,286.59,309.10,299.37,274.40,264.62,244.04,225.46,207.77,195.98,179.74,174.40,170.34,179.90,177.68,175.32,181.59,175.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19 22:07:33.648000,L9,,,461.05,377.24,292.12,182.88,,,,,,,538.44,505.59,330.59,318.22,320.65,349.41,354.10,298.37,306.46,300.36,473.45,452.43,428.86,407.06,398.37,392.47,391.15,386.36,383.32,370.04,354.71,347.62,342.03,353.25,356.87,333.79,315.19,315.19,305.92,294.54,268.56,263.16,274.93,289.81,313.64,294.08,280.23,266.75,244.88,228.76,205.62,195.75,179.25,173.61,175.44,188.94,183.37,177.37,169.34,174.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05 22:07:34.692000,L9,,,475.01,378.79,296.55,195.86,,,,,,,535.25,511.40,343.39,319.77,310.99,391.88,368.92,292.20,317.35,307.95,470.34,461.00,436.33,404.03,402.76,394.53,388.24,387.68,388.70,374.83,363.25,340.85,341.37,412.37,355.71,347.22,343.25,361.53,320.74,299.72,278.42,333.53,321.27,298.88,323.52,304.58,282.21,270.12,248.38,229.35,210.48,191.97,178.19,177.10,223.66,188.16,204.14,191.86,189.78,175.46,189.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-21 22:07:41.412000,L9,546.80,428.91,470.00,377.45,295.54,197.14,,,,,,,535.95,504.12,404.22,321.89,324.63,390.53,384.24,306.21,325.16,308.51,476.02,446.92,426.91,412.28,405.94,382.87,434.01,397.26,404.40,406.51,387.84,368.68,351.07,390.08,354.06,345.57,324.49,320.99,325.00,307.90,275.67,266.43,311.94,307.73,336.50,301.01,281.60,269.33,253.71,228.97,218.25,207.61,185.05,188.95,209.09,199.30,174.46,182.15,173.71,174.78,167.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29 22:07:52.427000,L8,,,473.18,387.60,301.86,199.05,,,,,,,535.71,504.70,322.36,313.33,311.60,337.67,356.22,302.92,305.03,300.42,479.26,460.24,423.44,402.36,399.41,398.15,393.12,391.00,386.10,372.78,354.64,338.98,339.60,352.43,359.33,333.10,319.06,312.49,310.03,297.13,270.53,255.45,266.16,288.87,318.50,293.79,274.13,266.28,258.38,223.85,206.53,193.27,177.97,172.56,169.06,175.78,179.12,179.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-06 22:07:39.965000,L9,,,472.05,374.93,296.14,197.43,,,,,,,,505.59,334.42,326.35,325.98,356.71,371.55,314.57,316.61,305.47,477.63,456.76,431.12,415.16,417.52,398.26,400.26,395.26,393.23,375.45,354.70,355.24,344.29,360.16,355.67,350.72,330.71,329.66,323.29,301.36,275.26,266.88,282.01,307.23,324.04,301.62,285.38,269.85,253.07,252.64,213.70,201.48,191.39,178.32,203.60,201.34,179.98,185.22,176.09,197.49,172.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14 22:07:47.062000,L8,,,479.65,383.48,303.18,206.61,,,,,,,533.56,505.41,321.66,313.66,312.82,340.96,351.53,293.98,302.32,296.61,478.73,447.96,423.45,404.55,392.71,386.59,385.52,384.01,379.54,361.89,350.61,336.66,339.15,346.81,348.37,326.04,309.90,309.02,302.56,284.98,262.69,254.24,268.05,282.51,309.15,289.61,271.89,261.34,241.27,224.71,203.28,189.38,174.79,170.07,174.64,175.85,177.13,165.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-24 22:07:37.966000,L9,,413.82,374.62,297.83,,,,,,,,,,,325.01,315.13,313.94,344.79,349.17,293.60,302.23,299.65,,,473.35,529.58,397.75,394.62,387.05,393.06,377.94,369.82,351.06,346.71,339.56,346.12,354.97,329.11,313.49,319.60,307.38,288.25,266.82,254.12,268.75,284.01,316.33,288.17,274.45,258.20,240.97,223.36,201.64,190.06,179.04,170.02,169.95,178.70,176.66,173.04,166.32,168.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 22:07:37.119000,L9,473.65,416.70,207.56,400.60,331.40,465.27,465.38,470.44,469.84,474.46,461.41,457.19,454.14,430.32,297.92,287.94,286.86,315.28,319.81,505.14,406.16,315.53,410.85,397.20,377.49,370.46,361.58,359.36,359.50,357.39,350.78,339.50,323.26,314.69,311.96,313.79,315.69,293.26,281.96,283.20,268.62,252.06,232.22,203.81,228.67,531.79,280.75,238.36,229.53,221.39,202.18,192.90,175.94,163.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-10 22:07:44.308000,L9,,,469.79,378.74,293.19,187.82,,,,,,,,502.57,334.57,326.27,322.73,347.99,355.24,302.03,328.81,302.11,503.06,519.20,436.57,409.10,395.53,389.02,391.14,388.62,382.88,366.41,358.44,340.52,344.52,337.71,347.69,346.15,316.72,300.85,306.24,294.80,364.15,364.58,315.54,292.55,321.94,297.04,274.56,264.29,254.19,227.43,209.58,191.79,178.93,170.85,174.94,179.66,179.79,173.62,172.52,173.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 22:07:25.855000,L8,,,455.71,378.08,291.09,188.63,,,,,,,,521.63,336.88,321.99,327.71,376.43,382.33,329.96,328.30,322.61,493.31,473.42,444.33,413.12,403.14,397.97,407.24,393.26,386.38,373.04,365.78,352.19,341.46,370.02,375.54,366.19,340.58,325.21,321.79,303.92,275.51,271.72,317.18,323.86,330.01,365.08,299.67,286.97,262.94,249.71,219.13,210.39,194.21,200.17,193.55,201.80,189.08,188.23,193.31,184.63,173.17,185.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 22:07:14.102000,L8,,532.78,451.89,382.86,288.14,187.90,,,,,,,,524.46,391.10,337.13,326.37,370.25,375.88,310.45,320.53,320.52,489.11,472.98,439.68,427.62,408.41,393.45,398.37,396.25,391.42,387.44,364.88,354.27,359.58,375.36,393.62,383.04,347.70,331.86,325.75,309.46,276.22,261.41,278.03,298.78,327.40,304.24,292.80,278.72,260.12,230.83,211.39,190.50,193.30,183.30,191.16,195.11,184.36,182.84,175.76,175.70,174.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-14 22:07:23.107000,L9,,,459.69,382.08,296.43,191.31,,,,,,,534.70,500.85,325.55,316.57,307.87,346.79,352.00,304.24,306.39,308.26,475.06,454.91,425.79,415.35,403.41,394.14,385.71,385.86,379.90,370.85,351.37,340.47,337.88,354.97,358.00,330.25,314.76,321.79,311.54,299.43,267.27,254.92,271.42,284.49,314.16,298.76,282.32,265.74,248.54,226.73,201.80,182.90,175.74,171.60,178.36,186.46,176.42,175.04,168.20,167.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-22 22:07:04.713000,L8,,,449.12,377.62,277.13,182.77,,,,,,,,522.53,331.57,321.00,324.54,361.66,356.83,319.93,327.35,318.74,483.05,453.97,429.07,405.64,394.86,402.14,406.15,398.70,390.90,376.45,361.17,349.52,344.38,367.86,370.29,350.81,335.43,339.64,330.47,304.34,277.39,263.81,276.19,309.53,354.75,317.09,301.87,287.34,271.00,249.04,218.90,211.83,241.30,235.22,228.68,203.37,209.94,194.52,198.36,195.13,175.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-30 22:07:11.153000,L9,,531.50,468.39,376.29,282.64,187.05,,,,,,,,,394.67,364.61,369.66,437.52,429.13,326.89,338.41,345.85,505.20,475.69,443.55,426.86,409.41,428.36,411.29,406.40,393.91,398.54,364.25,359.13,366.98,422.98,412.55,414.81,339.72,327.61,394.21,367.06,283.12,289.18,313.63,304.87,326.10,362.10,310.60,283.73,264.08,241.43,213.09,188.40,210.04,234.93,221.70,205.80,191.81,212.70,200.20,198.14,176.85,213.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-15 22:07:04.808000,L9,,,,,,,,,,,,,,517.52,338.45,324.47,323.38,370.80,364.04,317.59,356.25,323.50,487.19,461.62,431.61,425.25,411.51,398.97,397.20,393.64,389.01,385.33,357.24,355.01,344.76,363.26,378.87,397.78,333.44,327.19,333.87,300.34,272.74,268.97,286.59,309.55,323.96,306.94,282.60,276.89,247.57,228.11,205.07,198.57,181.46,189.25,207.52,188.56,180.30,177.44,174.27,186.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
